ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,enc_deg
0,49.99106697776299,50.00893302223701,0.08684824533364735,-0.017866044474015044,2788,3.4041514041514045,361.8195970695971,2792,3.4090354090354094,362.54853479853483,0.0
33,49.98675084600101,50.01324915399899,-0.0010968400005173518,-0.026498307997987133,2795,3.412698412698413,363.09523809523813,2797,3.4151404151404154,363.459706959707,0.0
67,49.988832331782675,50.011167668217325,-0.088,-0.022335336434650223,2789,3.4053724053724057,362.00183150183153,2786,3.401709401709402,361.4551282051283,0.0
100,49.988763959545025,50.011236040454975,-0.08819155733364943,-0.022472080909950815,2787,3.4029304029304033,361.6373626373627,2783,3.3980463980463984,360.90842490842493,0.0
133,49.98417479631832,50.01582520368168,-0.176,-0.03165040736335588,2788,3.4041514041514045,361.8195970695971,2787,3.4029304029304033,361.6373626373627,0.0
167,49.977426300200094,50.022573699799906,-0.176,-0.04514739959980818,2785,3.400488400488401,361.2728937728938,2780,3.3943833943833948,360.36172161172163,0.0
200,49.96195065451174,50.03804934548826,-0.35217424518250245,-0.0760986909765218,2784,3.3992673992673996,361.0906593406594,2779,3.3931623931623935,360.17948717948724,0.0
233,49.96383934467866,50.03616065532134,-0.440073135999691,-0.07232131064268003,2783,3.3980463980463984,360.90842490842493,2782,3.396825396825397,360.72619047619054,0.0
267,49.95262372547087,50.04737627452913,-0.5307887934113523,-0.09475254905826114,2785,3.400488400488401,361.2728937728938,2784,3.3992673992673996,361.0906593406594,0.0
300,49.93693233735867,50.06306766264133,-0.7033647413332753,-0.12613532528265975,2786,3.401709401709402,361.4551282051283,2784,3.3992673992673996,361.0906593406594,0.0
333,49.94056733950478,50.05943266049522,-0.879,-0.1188653209904412,2780,3.3943833943833948,360.36172161172163,2782,3.396825396825397,360.72619047619054,0.0
367,49.94748524414034,50.05251475585966,-0.8808789630591739,-0.10502951171931903,2787,3.4029304029304033,361.6373626373627,2782,3.396825396825397,360.72619047619054,0.0
400,49.975805189013734,50.024194810986266,-0.966123706667888,-0.048389621972535844,2788,3.4041514041514045,361.8195970695971,2782,3.396825396825397,360.72619047619054,0.0
433,50.05716143730396,49.94283856269604,-0.5184405276364001,0.11432287460791836,2793,3.4102564102564106,362.7307692307692,2781,3.395604395604396,360.5439560439561,0.0
467,50.11745764903745,49.88254235096255,0.19293714791477176,0.2349152980749021,2789,3.4053724053724057,362.00183150183153,2786,3.401709401709402,361.4551282051283,0.0
500,50.16350399280271,49.83649600719729,0.9684612646393261,0.3270079856054166,2784,3.3992673992673996,361.0906593406594,2793,3.4102564102564106,362.7307692307692,0.0
533,50.206120535929,49.793879464071,1.767657127246543,0.4122410718580122,2799,3.417582417582418,363.8241758241759,2790,3.406593406593407,362.184065934066,0.0
567,50.226569086049324,49.773430913950676,2.560430381999301,0.4531381720986486,2788,3.4041514041514045,361.8195970695971,2795,3.412698412698413,363.09523809523813,0.0
600,50.24123575087983,49.75876424912017,3.0772051577267074,0.48247150175966635,2791,3.407814407814408,362.36630036630044,2790,3.406593406593407,362.184065934066,0.0
633,50.28230275518449,49.71769724481551,3.6985848826673946,0.5646055103689792,2783,3.3980463980463984,360.90842490842493,2781,3.395604395604396,360.5439560439561,0.0
667,50.29532224652023,49.70467775347977,4.314521455117541,0.590644493040455,2784,3.3992673992673996,361.0906593406594,2782,3.396825396825397,360.72619047619054,0.0
700,50.29578843916948,49.70421156083052,4.658703007999498,0.5915768783389583,2789,3.4053724053724057,362.00183150183153,2783,3.3980463980463984,360.90842490842493,0.0
