ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,49.99104164848298,50.00895835151702,0.08634832533330579,-0.01791670303404299,2803,3.4224664224664227,364.5531135531136,2797,3.4151404151404154,363.459706959707,2.6069975067616915,2.57969030480716,0.0
33,49.969113243010746,50.030886756989254,-0.0010738506666366405,-0.06177351397851076,2662,3.2503052503052503,338.8580586080586,2733,3.3369963369963367,351.79670329670324,2.580932305101225,2.58016872614804,0.087890625
67,49.94904685731757,50.05095314268243,-0.088,-0.10190628536485538,2585,3.156288156288156,324.8260073260073,2603,3.178266178266178,328.10622710622704,2.580932305101225,2.487913621309543,0.263671875
100,50.01044070671609,49.98955929328391,-0.08824331999996622,0.02088141343218397,2503,3.0561660561660564,309.8827838827839,2512,3.0671550671550674,311.5228937728938,2.4986143177513926,2.344825413746823,0.087890625
133,49.997066106403835,50.002933893596165,-0.176,-0.0058677871923306785,2466,3.010989010989011,303.14010989010984,2455,2.9975579975579976,301.13553113553115,2.371627302941602,2.344825413746823,0.0
167,49.97713211013511,50.02286788986489,-0.176,-0.04573577972977689,2459,3.0024420024420024,301.86446886446885,2454,2.9963369963369964,300.9532967032967,2.3313227253880573,2.268293175467874,0.0
200,49.961657553898874,50.038342446101126,-0.35218274218180995,-0.07668489220224606,2460,3.0036630036630036,302.0467032967033,2443,2.982905982905983,298.94871794871796,2.3313227253880573,2.2588541158230746,0.0
233,49.963545679136736,50.036454320863264,-0.4400759173333208,-0.07290864172653364,2465,3.0097680097680097,302.95787545787545,2455,2.9975579975579976,301.13553113553115,2.3292707206384207,2.25873702029974,0.0
267,49.95232612068183,50.04767387931817,-0.5308367792941079,-0.09534775863633721,2466,3.010989010989011,303.14010989010984,2450,2.9914529914529915,300.22435897435895,2.3309527335062197,2.25873702029974,0.0
300,49.936635349180634,50.063364650819366,-0.7032063093333163,-0.12672930163873936,2465,3.0097680097680097,302.95787545787545,2455,2.9975579975579976,301.13553113553115,2.333616678058429,2.2469099069428404,0.0
333,49.94027470969178,50.05972529030822,-0.879,-0.11945058061644395,2469,3.0146520146520146,303.6868131868132,2468,3.0134310134310134,303.50457875457874,2.333616678058429,2.2537755402330153,0.0
367,49.947196283428156,50.052803716571844,-0.8808918291764787,-0.10560743314368844,2466,3.010989010989011,303.14010989010984,2446,2.9865689865689866,299.4954212454212,2.335369320476667,2.247744886078453,0.0
