ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
1,49.99105058756923,50.00894941243077,0.08652475466711136,-0.017898824861553045,2.6045174500527297,2.5755275740214696,-0.0
33,49.98674770067912,50.01325229932088,-0.0009745680008976058,-0.026504598641760413,2.604285693573714,2.575503390939885,-0.0
67,49.988832197636896,50.011167802363104,-0.088,-0.022335604726203426,2.5172932802565096,2.498678403655606,-0.0
100,49.98874160218859,50.01125839781141,-0.08863017333353247,-0.02251679562281965,2.5172932802565096,2.3432673365003174,-0.0
135,49.983891486577754,50.016108513422246,-0.176,-0.03221702684448827,2.413429698439081,2.3432673365003174,-0.0
167,49.97741878269835,50.02258121730165,-0.176,-0.0451624346033008,2.344474182776055,2.258575711301036,-0.0
200,49.961960739379286,50.038039260620714,-0.3525791273637276,-0.07607852124142775,2.337960947120672,2.2584808045607563,-0.0
234,49.96375986423284,50.03624013576716,-0.4407201546657015,-0.0724802715343131,2.337960947120672,2.2587229324973626,-0.0
267,49.952634639809624,50.047365360190376,-0.5306536564680795,-0.09473072038075173,2.3412214789036923,2.2587229324973626,-0.0
300,49.93694319712125,50.06305680287875,-0.703884373333732,-0.12611360575750097,2.3438523946725596,2.2581559501323776,-0.0
333,49.94057074462918,50.05942925537082,-0.879,-0.11885851074164344,2.346260711595436,2.258431390767402,-0.0
367,49.94748693801829,50.05251306198171,-0.8808881849416922,-0.1050261239634239,2.346260711595436,2.258237676630365,-0.0
400,49.975858653644394,50.024141346355606,-0.9658272933284561,-0.0482826927112084,2.3494430746664476,2.258237676630365,-0.0
433,50.05718590900758,49.94281409099242,-0.5181416887295265,0.11437181801515547,2.350133266413233,2.258265843287618,-0.0
467,50.117521116363285,49.882478883636715,0.19402563370828096,0.23504223272657168,2.3508824924345864,2.2583496537533985,-0.0
500,50.163513875538136,49.836486124461864,0.9686532858784778,0.32702775107627136,2.3508824924345864,2.2586109276107664,-0.0
533,50.206144097390585,49.793855902609415,1.768632598029975,0.4122881947811705,2.3523232334259228,2.2586109276107664,-0.0
567,50.226560807812966,49.773439192187034,2.5600786715041766,0.45312161562592723,2.3443645308584773,2.2585685526765107,-0.0
600,50.2416389486832,49.7583610513168,3.083565506364617,0.48327789736641236,2.3404550643578816,2.258445475842314,-0.0
633,50.28229604209061,49.71770395790939,3.697940807995716,0.5645920841812182,2.3404550643578816,2.2578926778417494,-0.0
667,50.295328229130995,49.704671770869005,4.314256832088644,0.5906564582619928,2.3413092184530124,2.2578926778417494,-0.0
700,50.29592732153585,49.70407267846415,4.660583061333281,0.5918546430716961,2.3394409449205313,2.2586533037375816,-0.0
733,50.32438356221476,49.67561643778524,5.01537365266963,0.6487671244295227,2.339513612304389,2.258501009265804,-0.0
767,50.349428461451154,49.650571538548846,5.456833511524457,0.6988569229023138,2.339513612304389,2.25841014795282,-0.0
800,50.370574889342,49.629425110658,5.80205018111841,0.7411497786840064,2.3410829335755845,2.25841014795282,-0.0
833,50.4042126258711,49.5957873741289,6.245299253335786,0.8084252517421969,2.339003308132164,2.2587411773813626,-0.0
867,50.42992235010515,49.57007764989485,6.6893196601188425,0.8598447002102998,2.3391124624309136,2.2583637380636676,-0.0
900,50.45617536905743,49.54382463094257,7.120020000000911,0.9123507381148711,2.3391124624309136,2.258543266839728,-0.0
933,50.47081463443835,49.52918536556165,7.56205919209189,0.9416292688766945,2.3407760330655005,2.258543266839728,-0.0
967,50.475272640711296,49.524727359288704,7.827404538114105,0.950545281422596,2.338930299487863,2.2586673908885433,-0.0
1000,50.48041007762633,49.51958992237367,8.086185239999459,0.9608201552526687,2.338347204800926,2.258543266839728,-0.0
1033,50.484561672656525,49.515438327343475,8.176179861332562,0.9691233453130514,2.338347204800926,2.258991431738616,-0.0
1067,50.50527529889614,49.49472470110386,8.353637174262385,1.0105505977922808,2.3403673728173153,2.258991431738616,-0.0
1100,50.52623036394461,49.47376963605539,8.526009943999815,1.0524607278892308,2.3384274844675046,2.259062000128327,-0.0
1133,50.552519704582814,49.447480295417186,8.791917359996296,1.1050394091656297,2.3382308066273385,2.2588541158230746,-0.0
1167,50.58435089674964,49.41564910325036,9.062562401290592,1.1687017934992754,2.3382308066273385,2.2587440642503522,-0.0
1200,50.625522308922704,49.374477691077296,9.497940253332182,1.2510446178454067,2.339586769991823,2.2583960632083957,-0.0
1234,50.64173743171237,49.35826256828763,9.936304401455102,1.2834748634247442,2.338631608056063,2.2583960632083957,-0.0
1267,50.65456220150599,49.34543779849401,10.202294858352522,1.3091244030119822,2.337203547057997,2.258466603701746,-0.0
1300,50.68547836267308,49.31452163732692,10.547697330639956,1.3709567253461672,2.337203547057997,2.2586886373327126,-0.0
1333,50.70445184045559,49.29554815954441,10.901157976000453,1.4089036809111797,2.336795578932864,2.258530219975868,-0.0
1367,50.718299389763764,49.281700610236236,11.167903668938646,1.4365987795275261,2.336198706408262,2.258530219975868,-0.0
1400,50.74544090588853,49.25455909411147,11.42673083518321,1.4908818117770628,2.335114521780163,2.258466603701746,-0.0
1433,50.791640567738746,49.208359432261254,11.783429455999633,1.5832811354774972,2.334656134810973,2.258445475842314,-0.0
1467,50.83217914392849,49.16782085607151,12.314368544052705,1.6643582878569878,2.334656134810973,2.2585362238283815,-0.0
1500,50.86452178027868,49.13547821972132,12.745235210412838,1.72904356055736,2.3347291861220767,2.2585362238283815,-0.0
1533,50.927845059842845,49.072154940157155,13.314751792085199,1.8556901196856952,2.333551803270155,2.2586603472965883,-0.0
1567,50.98499624996454,49.01500375003546,14.0773164103542,1.9699924999290777,2.33314491209633,2.258715888645599,-0.0
1600,51.01043568947023,48.98956431052977,14.767234553386722,2.0208713789404498,2.33314491209633,2.2585504253440374,-0.0
1633,51.02210282740976,48.97789717259024,15.297382720001663,2.0442056548195175,2.333152064508401,2.2585504253440374,-0.0
1667,51.036212289560254,48.963787710439746,15.652187778003022,2.0724245791205056,2.331228039759568,2.2588046897776426,-0.0
1700,51.057557863909075,48.942442136090925,15.997496967996355,2.1151157278181567,2.336926574032536,2.2584878473128764,-0.0
1733,51.08951380460964,48.91048619539036,16.26533515369571,2.1790276092192773,2.336926574032536,2.2584525184291837,-0.0
1767,51.14161498888019,48.85838501111981,16.711170058355087,2.2832299777603855,2.3400828964173566,2.2584525184291837,-0.0
1800,51.185555201893514,48.814444798106486,17.228343418811452,2.3711104037870334,2.339302070779702,2.25873702029974,-0.0
1833,51.21820787901575,48.78179212098425,17.75938788691155,2.436415758031501,2.3403892952404126,2.2584243482793562,-0.0
1867,51.2383520764872,48.7616479235128,18.200696386827143,2.476704152974406,2.3403892952404126,2.2585230615676206,-0.0
1900,51.2547537355119,48.7452462644881,18.5457069120009,2.509507471023802,2.3417690787168075,2.2585230615676206,-0.0
1933,51.261349574929326,48.738650425070674,18.810056873363912,2.5226991498586475,2.3403018509666342,2.2585544664502084,-0.0
1967,51.278203325132054,48.721796674867946,18.901705148704675,2.556406650264115,2.340381987731822,2.258273000473016,-0.0
2000,51.32386252566591,48.67613747433409,19.160401919998694,2.647725051331816,2.340381987731822,2.258431390767402,-0.0
2033,51.368506260264034,48.631493739735966,19.517247233962966,2.737012520528066,2.342141892860529,2.258431390767402,-0.0
2067,51.409450387766995,48.590549612233005,19.960186255298147,2.818900775533989,2.340272744558769,2.258847071357658,-0.0
2100,51.43795768010562,48.56204231989438,20.391759851183977,2.8759153602112417,2.3400098372209106,2.2585221379045186,-0.0
2133,51.45027037402103,48.54972962597897,20.744135578668057,2.9005407480420593,2.3400098372209106,2.2584243482793562,-0.0
2167,51.45294287798685,48.54705712201315,20.919852925412528,2.9058857559736984,2.341995585003764,2.2584243482793562,-0.0
2200,51.45796639421027,48.54203360578973,21.006,2.915932788420529,2.3397324869573435,2.2588894541304816,-0.0
2233,51.46563681735373,48.53436318264627,21.006,2.9312736347074626,2.3397397914241833,2.2585715546762004,-0.0
