ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,49.99102771312326,50.00897228687674,0.0860732853388569,-0.017944573753476807,0,0.0,-146.25,0,0.0,-146.25,2.607489130780386,2.575034278435586,0.0
33,49.969113554189256,50.030886445810744,-0.001094490666563308,-0.06177289162148801,0,0.0,-146.25,0,0.0,-146.25,2.607434276233949,2.5509724076370004,0.087890625
67,49.94904666019758,50.05095333980242,-0.088,-0.10190667960484395,0,0.0,-146.25,0,0.0,-146.25,2.535362187761843,2.5509724076370004,0.263671875
100,50.02807824181103,49.97192175818897,-0.08822331999304392,0.05615648362206327,0,0.0,-146.25,0,0.0,-146.25,2.535362187761843,2.395721177523597,0.0
133,50.0368499730591,49.9631500269409,-0.176,0.07369994611819637,0,0.0,-146.25,0,0.0,-146.25,2.4155935558437966,2.2606869111691257,-0.263671875
167,49.990680843907114,50.009319156092886,-0.176,-0.018638312185769043,0,0.0,-146.25,0,0.0,-146.25,2.3145370809042336,2.2601403405462728,-0.263671875
200,49.975436901089694,50.024563098910306,-0.3525679149090693,-0.04912619782060662,0,0.0,-146.25,0,0.0,-146.25,2.30036286869766,2.2601403405462728,-0.263671875
233,49.97748853334067,50.02251146665933,-0.4400924879951247,-0.04502293331866662,0,0.0,-146.25,0,0.0,-146.25,2.3028390102821503,2.2599676709914136,-0.263671875
267,49.96644863606293,50.03355136393707,-0.5308157576463212,-0.06710272787414083,0,0.0,-146.25,0,0.0,-146.25,2.3028390102821503,2.2600868270488084,-0.263671875
300,49.95093206657104,50.04906793342896,-0.7032185386605561,-0.09813586685791684,0,0.0,-146.25,0,0.0,-146.25,2.3101293851520555,2.2599676709914136,-0.263671875
333,49.954746845730675,50.045253154269325,-0.879,-0.09050630853864623,0,0.0,-146.25,0,0.0,-146.25,2.310400652038881,2.2599676709914136,-0.263671875
367,49.961876735737164,50.038123264262836,-0.8809890821186676,-0.0762465285256768,0,0.0,-146.25,0,0.0,-146.25,2.3103718627539354,2.2599323073794775,-0.263671875
400,49.99051680699324,50.00948319300676,-0.9651447200407277,-0.018966386013517904,0,0.0,-146.25,0,0.0,-146.25,2.3103718627539354,2.2599606213162575,-0.263671875
433,50.07186863218412,49.92813136781588,-0.5184368422220701,0.14373726436824072,0,0.0,-146.25,0,0.0,-146.25,2.31449408059703,2.2599323073794775,-0.263671875
