ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,enc_deg
0,50.00010772202016,49.99989227797984,0.0,0.00021544404032715418,2802,3.4212454212454215,364.3708791208792,2790,3.406593406593407,362.184065934066,0.0
33,49.9784693552302,50.0215306447698,0.002086421333622024,-0.04306128953958781,2710,3.3089133089133087,347.6053113553113,2741,3.3467643467643464,353.25457875457874,0.17578125
67,50.00421344422843,49.99578655577157,0.18312438120426622,0.008426888456859401,2617,3.195360195360195,330.65750915750914,2641,3.2246642246642248,335.03113553113553,0.3515625
100,50.06115904126735,49.93884095873265,0.5276585706665646,0.1223180825347083,2553,3.1172161172161172,318.99450549450546,2554,3.1184371184371185,319.1767399267399,0.3515625
133,50.066630659541985,49.933369340458015,0.8810955040007635,0.13326131908396777,2497,3.048840048840049,308.78937728937734,2509,3.0634920634920637,310.97619047619054,0.3515625
167,50.12165974100093,49.87834025899907,1.060614678706864,0.24331948200187098,2476,3.023199023199023,304.9624542124542,2472,3.0183150183150182,304.2335164835165,0.087890625
200,50.13106535078591,49.86893464921409,1.3183066666676508,0.26213070157182705,2473,3.0195360195360195,304.4157509157509,2459,3.0024420024420024,301.86446886446885,-0.087890625
233,50.119585556318306,49.880414443681694,1.4950469120005339,0.23917111263661092,2470,3.015873015873016,303.8690476190476,2453,2.995115995115995,300.77106227106225,-0.17578125
267,50.10509416957645,49.89490583042355,1.583872205176727,0.21018833915289692,2475,3.021978021978022,304.78021978021974,2455,2.9975579975579976,301.13553113553115,-0.17578125
300,50.104009376481194,49.895990623518806,1.67,0.20801875296238176,2478,3.0256410256410255,305.32692307692304,2455,2.9975579975579976,301.13553113553115,-0.17578125
333,50.123376808672084,49.876623191327916,1.6710579253335696,0.24675361734417162,2476,3.023199023199023,304.9624542124542,2455,2.9975579975579976,301.13553113553115,-0.263671875
367,50.129059094919036,49.870940905080964,1.7617596498813022,0.258118189838075,2470,3.015873015873016,303.8690476190476,2455,2.9975579975579976,301.13553113553115,-0.263671875
400,50.1523278514316,49.8476721485684,1.9344560340320933,0.304655702863198,2472,3.0183150183150182,304.2335164835165,2454,2.9963369963369964,300.9532967032967,-0.263671875
433,50.16763119047397,49.83236880952603,2.1990816746667066,0.3352623809479364,2487,3.0366300366300365,306.96703296703294,2461,3.004884004884005,302.2289377289377,-0.263671875
467,50.19101626727208,49.80898373272792,2.3819191500903933,0.3820325345441654,2486,3.0354090354090353,306.7847985347985,2462,3.006105006105006,302.41117216117215,-0.263671875
500,50.24114550601293,49.75885449398707,2.8129232480006174,0.4822910120258561,2482,3.0305250305250304,306.0558608058608,2464,3.0085470085470085,302.77564102564105,-0.263671875
533,50.27771985911655,49.72228014088345,3.346223726269873,0.5554397182331006,2471,3.017094017094017,304.051282051282,2459,3.0024420024420024,301.86446886446885,-0.263671875
567,50.30608790089657,49.69391209910343,3.8783700917623536,0.6121758017931374,2492,3.0427350427350426,307.8782051282051,2460,3.0036630036630036,302.0467032967033,-0.263671875
600,50.34170320181936,49.65829679818064,4.396101241360299,0.6834064036387187,2473,3.0195360195360195,304.4157509157509,2456,2.998778998778999,301.31776556776555,-0.263671875
633,50.37697537362696,49.62302462637304,5.016664362149625,0.7539507472539263,2478,3.0256410256410255,305.32692307692304,2459,3.0024420024420024,301.86446886446885,-0.263671875
667,50.386711144818804,49.613288855181196,5.544496285174826,0.773422289637602,2477,3.0244200244200243,305.14468864468864,2458,3.001221001221001,301.6822344322344,-0.263671875
700,50.41246373361931,49.58753626638069,5.889625162907794,0.824927467238628,2478,3.0256410256410255,305.32692307692304,2452,2.993894993894994,300.58882783882785,-0.3515625
733,50.422092754623876,49.577907245376124,6.2441858560016845,0.8441855092477459,2480,3.028083028083028,305.69139194139194,2459,3.0024420024420024,301.86446886446885,-0.3515625
767,50.45483044485579,49.54516955514421,6.5975963305890835,0.9096608897115701,2479,3.0268620268620268,305.5091575091575,2457,3.0,301.5,-0.439453125
800,50.45277041720575,49.54722958279425,6.85545213600024,0.9055408344115029,2486,3.0354090354090353,306.7847985347985,2455,2.9975579975579976,301.13553113553115,-0.439453125
833,50.46500433863603,49.53499566136397,7.121080383999622,0.9300086772720615,2475,3.021978021978022,304.78021978021974,2454,2.9963369963369964,300.9532967032967,-0.439453125
867,50.48956995216905,49.51043004783095,7.298781018351893,0.979139904338095,2488,3.0378510378510377,307.14926739926733,2448,2.989010989010989,299.8598901098901,-0.52734375
900,50.48371727126193,49.51628272873807,7.471154464000176,0.9674345425238565,2485,3.034188034188034,306.6025641025641,2451,2.9926739926739927,300.4065934065934,-0.52734375
933,50.49408977169155,49.50591022830845,7.561079758332252,0.9881795433830941,2489,3.039072039072039,307.33150183150184,2452,2.993894993894994,300.58882783882785,-0.52734375
967,50.514639403856165,49.485360596143835,7.7377463152947294,1.0292788077123298,2484,3.032967032967033,306.42032967032964,2457,3.0,301.5,-0.52734375
1000,50.52897980123164,49.47102019876836,7.910303786667549,1.0579596024632807,2486,3.0354090354090353,306.7847985347985,2451,2.9926739926739927,300.4065934065934,-0.52734375
1033,50.568488616020105,49.431511383979895,8.089117608000263,1.1369772320402163,2486,3.0354090354090353,306.7847985347985,2451,2.9926739926739927,300.4065934065934,-0.615234375
1067,50.58694828168153,49.41305171831847,8.357496575412812,1.1738965633630656,2488,3.0378510378510377,307.14926739926733,2450,2.9914529914529915,300.22435897435895,-0.615234375
1100,50.610372013330455,49.389627986669545,8.701476423999498,1.2207440266609106,2487,3.0366300366300365,306.96703296703294,2447,2.987789987789988,299.6776556776557,-0.615234375
1133,50.63786852275645,49.36213147724355,8.970221652244891,1.2757370455128947,2479,3.0268620268620268,305.5091575091575,2443,2.982905982905983,298.94871794871796,-0.615234375
1167,50.69656818830646,49.30343181169354,9.413378716468397,1.3931363766129095,2491,3.0415140415140414,307.69597069597063,2451,2.9926739926739927,300.4065934065934,-0.703125
1200,50.71197724441619,49.28802275558381,9.844800602969904,1.4239544888323734,2496,3.047619047619048,308.6071428571429,2461,3.004884004884005,302.2289377289377,-0.703125
1233,50.73564598151929,49.26435401848071,10.287199669334454,1.4712919630385823,2490,3.04029304029304,307.51373626373623,2444,2.984126984126984,299.1309523809524,-0.703125
1267,50.75362652938712,49.24637347061288,10.642480512000041,1.507253058774236,2495,3.0463980463980462,308.4249084249084,2447,2.987789987789988,299.6776556776557,-0.703125
1300,50.7962527682539,49.2037472317461,10.98660934399953,1.592505536507803,2493,3.043956043956044,308.06043956043953,2448,2.989010989010989,299.8598901098901,-0.791015625
1333,50.80298505457702,49.19701494542298,11.341133007998927,1.6059701091540441,2495,3.0463980463980462,308.4249084249084,2443,2.982905982905983,298.94871794871796,-0.791015625
1367,50.81733143812025,49.18266856187975,11.607382735912456,1.6346628762404911,2490,3.04029304029304,307.51373626373623,2442,2.9816849816849818,298.7664835164835,-0.791015625
1400,50.856298962266536,49.143701037733464,11.865451823999175,1.7125979245330702,2488,3.0378510378510377,307.14926739926733,2436,2.9743589743589745,297.6730769230769,-0.87890625
1433,50.859131557834296,49.140868442165704,12.131073856000263,1.7182631156685904,2492,3.0427350427350426,307.8782051282051,2437,2.9755799755799757,297.85531135531136,-0.87890625
1467,50.882696423675256,49.117303576324744,12.312476300000457,1.7653928473505127,2488,3.0378510378510377,307.14926739926733,2434,2.971916971916972,297.30860805860806,-0.87890625
1500,50.91555527828866,49.08444472171134,12.656471520001157,1.8311105565773178,2492,3.0427350427350426,307.8782051282051,2435,2.9731379731379732,297.4908424908425,-0.87890625
1533,50.963273797834376,49.036726202165624,12.925218925123483,1.9265475956687448,2500,3.0525030525030528,309.33608058608064,2435,2.9731379731379732,297.4908424908425,-0.966796875
1567,50.97455790460278,49.02544209539722,13.362746496471168,1.9491158092055707,2491,3.0415140415140414,307.69597069597063,2436,2.9743589743589745,297.6730769230769,-0.966796875
1600,50.979694090099585,49.020305909900415,13.535476704000175,1.959388180199172,2488,3.0378510378510377,307.14926739926733,2440,2.9792429792429793,298.40201465201466,-0.966796875
1633,51.00302185644466,48.99697814355534,13.801107135999017,2.006043712889318,2500,3.0525030525030528,309.33608058608064,2437,2.9755799755799757,297.85531135531136,-0.966796875
1667,51.03246321549291,48.96753678450709,13.97872816396988,2.0649264309858166,2490,3.04029304029304,307.51373626373623,2407,2.938949938949939,292.3882783882784,-1.0546875
1700,51.037996422986296,48.962003577013704,14.150314442665453,2.0759928459725976,2513,3.0683760683760686,311.70512820512823,2443,2.982905982905983,298.94871794871796,-1.0546875
1733,51.05759542592246,48.94240457407754,14.328125306667062,2.1151908518449125,2496,3.047619047619048,308.6071428571429,2426,2.9621489621489623,295.8507326007326,-1.0546875
1767,51.094241487221105,48.905758512778895,14.505677763293255,2.1884829744422083,2490,3.04029304029304,307.51373626373623,2427,2.9633699633699635,296.03296703296706,-1.142578125
1800,51.10682282775211,48.89317717224789,14.6785101721808,2.2136456555042274,2496,3.047619047619048,308.6071428571429,2424,2.95970695970696,295.48626373626377,-1.142578125
1833,51.14456529212704,48.85543470787296,14.945447157335547,2.289130584254088,2499,3.0512820512820515,309.1538461538462,2427,2.9633699633699635,296.03296703296706,-1.142578125
1867,51.17917601546936,48.82082398453064,15.300564883765455,2.3583520309387165,2500,3.0525030525030528,309.33608058608064,2425,2.960927960927961,295.66849816849816,-1.142578125
1900,51.207535305211124,48.792464694788876,15.645621386998005,2.4150706104222475,2496,3.047619047619048,308.6071428571429,2435,2.9731379731379732,297.4908424908425,-1.142578125
1933,51.248232187254,48.751767812746,15.999120400000567,2.4964643745080006,2493,3.043956043956044,308.06043956043953,2431,2.9682539682539684,296.76190476190476,-1.23046875
1967,51.24612511432015,48.75387488567985,16.263765281882478,2.4922502286403083,2492,3.0427350427350426,307.8782051282051,2429,2.965811965811966,296.3974358974359,-1.23046875
2000,51.24662728607335,48.75337271392665,16.436,2.4932545721466908,2497,3.048840048840049,308.78937728937734,2427,2.9633699633699635,296.03296703296706,-1.23046875
2033,51.24567986871598,48.75432013128402,16.436,2.491359737431963,2495,3.0463980463980462,308.4249084249084,2426,2.9621489621489623,295.8507326007326,-1.23046875
2067,51.275094233312785,48.724905766687215,16.436,2.5501884666255763,2497,3.048840048840049,308.78937728937734,2425,2.960927960927961,295.66849816849816,-1.318359375
2100,51.27374687889592,48.72625312110408,16.436,2.547493757791846,2498,3.0500610500610503,308.97161172161174,2421,2.956043956043956,294.9395604395604,-1.318359375
2133,51.2855831183609,48.7144168816391,16.436,2.5711662367217882,2494,3.045177045177045,308.242673992674,2422,2.9572649572649574,295.1217948717949,-1.318359375
2167,51.297419357825866,48.702580642174134,16.436,2.59483871565173,2497,3.048840048840049,308.78937728937734,2419,2.9536019536019538,294.5750915750916,-1.318359375
2200,51.309255597290836,48.690744402709164,16.436,2.6185111945816724,2491,3.0415140415140414,307.69597069597063,2413,2.9462759462759465,293.48168498168496,-1.318359375
2233,51.338728555637054,48.661271444362946,16.436,2.677457111274114,2492,3.0427350427350426,307.8782051282051,2417,2.9511599511599513,294.2106227106227,-1.40625
