ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,49.991086242310494,50.008913757689506,0.08722846666595432,-0.017827515379013004,2814,3.435897435897436,366.5576923076923,2787,3.4029304029304033,361.6373626373627,2.615352628035233,2.583241036024339,0.0
33,49.98675028093757,50.01324971906243,-0.0010626773325493517,-0.026499438124862353,2684,3.277167277167277,342.8672161172161,2711,3.31013431013431,347.78754578754575,2.6157575364887506,2.5586474377654977,0.0
67,50.041742764682425,49.958257235317575,-0.088,0.08348552936484462,2588,3.15995115995116,325.3727106227106,2591,3.1636141636141635,325.91941391941384,2.5574959176907996,2.5586474377654977,-0.263671875
100,50.00229952648305,49.99770047351695,-0.08818890400048499,0.0045990529661067425,2517,3.0732600732600734,312.434065934066,2500,3.0525030525030528,309.33608058608064,2.465105694542006,2.450872302539395,-0.263671875
133,49.99788870079314,50.00211129920686,-0.176,-0.0042225984137240855,2467,3.012210012210012,303.3223443223443,2458,3.001221001221001,301.6822344322344,2.465105694542006,2.3066476561275735,-0.263671875
167,49.991313369206715,50.008686630793285,-0.176,-0.01737326158656633,2459,3.0024420024420024,301.86446886446885,2451,2.9926739926739927,300.4065934065934,2.3670037011326954,2.2580580688665495,-0.263671875
200,49.97601412901845,50.02398587098155,-0.3522010728168897,-0.04797174196309651,2456,2.998778998778999,301.31776556776555,2443,2.982905982905983,298.94871794871796,2.3424706478514885,2.2580580688665495,-0.263671875
233,49.97807763018995,50.02192236981005,-0.44007523733262977,-0.043844739620102394,2464,3.0085470085470085,302.77564102564105,2452,2.993894993894994,300.58882783882785,2.3437499875736116,2.258280042253145,-0.263671875
267,49.96703904121601,50.03296095878399,-0.5307776329410913,-0.06592191756797364,2451,2.9926739926739927,300.4065934065934,2447,2.987789987789988,299.6776556776557,2.3437499875736116,2.258036946739585,-0.263671875
300,49.951521302229544,50.048478697770456,-0.7033147306667719,-0.09695739554091048,2459,3.0024420024420024,301.86446886446885,2449,2.9902319902319903,300.04212454212455,2.348034474058559,2.2578432833486617,-0.263671875
333,49.9553354146497,50.0446645853503,-0.879,-0.08932917070060045,2462,3.006105006105006,302.41117216117215,2452,2.993894993894994,300.58882783882785,2.349780842219182,2.2578432833486617,-0.263671875
367,49.962428034071316,50.037571965928684,-0.8808822112942495,-0.07514393185736196,2463,3.0073260073260073,302.59340659340654,2454,2.9963369963369964,300.9532967032967,2.350845709236366,2.2584595610489937,-0.263671875
