ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
900,50.45619405269999,49.54380594730001,7.120013239993577,0.9123881053999799,2.335165623844876,2.2585221379045186,-0.0
933,50.47083299812857,49.52916700187143,7.562268261148644,0.9416659962571463,2.3352598211199904,2.2583890208855926,-0.0
967,50.47529149848781,49.52470850151219,7.8277806294067895,0.9505829969756228,2.3352598211199904,2.258617970971551,-0.0
1000,50.48042902934762,49.51957097065238,8.086201858665,0.960858058695238,2.336125829036017,2.258617970971551,-0.0
1033,50.484579229727096,49.515420770272904,8.176160362663524,0.969158459454194,2.334016293644601,2.2585827544970907,-0.0
1067,50.50538409619242,49.49461590380758,8.354639939704226,1.0107681923848428,2.333842002542431,2.258516018650785,-0.0
1100,50.526211298194745,49.473788701805255,8.525505879997217,1.0524225963894935,2.333842002542431,2.258356695892064,-0.0
1133,50.55257196921712,49.44742803078288,8.792256399997859,1.105143938434232,2.334074637616363,2.258445475842314,-0.0
1167,50.58451633715292,49.41548366284708,9.064349841435405,1.1690326743058361,2.3339949458772793,2.258445475842314,-0.0
1200,50.625431385329165,49.374568614670835,9.49297845332736,1.250862770658325,2.333667730962139,2.258529180849978,-0.0
1233,50.64174106688156,49.35825893311844,9.935666753968997,1.2834821337631213,2.3333913862043176,2.258445475842314,-0.0
1267,50.65460715416485,49.34539284583515,10.202691427755793,1.3092143083297056,2.3333913862043176,2.2585362238283815,-0.0
1300,50.68549850307321,49.31450149692679,10.54777523135599,1.370997006146429,2.332774486362567,2.2585362238283815,-0.0
1333,50.70447231353809,49.29552768646191,10.90128219200013,1.4089446270761778,2.3313227253880573,2.258273000473016,-0.0
1367,50.71835213356122,49.28164786643878,11.168365583525294,1.436704267122431,2.3310977656382086,2.258445475842314,-0.0
1400,50.74544936825494,49.25455063174506,11.426643861633696,1.490898736509883,2.3310977656382086,2.2585968409880364,-0.0
1433,50.79165983193933,49.20834016806067,11.783451807988806,1.5833196638786615,2.3317361647466224,2.2585968409880364,-0.0
1467,50.83221101622778,49.16778898377222,12.314618502910319,1.6644220324555625,2.3304593866363796,2.258708844826785,-0.0
1500,50.86453806180745,49.13546193819255,12.745216657907056,1.7290761236149013,2.329669220374453,2.258237676630365,-0.0
1533,50.92785517660949,49.07214482339051,13.314669330829409,1.8557103532189785,2.329669220374453,2.2585968409880364,-0.0
1567,50.98501121481002,49.01498878518998,14.07718617033798,1.970022429620039,2.3324984214238693,2.2585968409880364,-0.0
1600,51.01045831682174,48.98954168317826,14.768630193118552,2.0209166336434765,2.3348890129894073,2.258818778344916,-0.0
1633,51.02212860604602,48.97787139395398,15.298036799991813,2.044257212092038,2.3356239180387988,2.2585968409880364,-0.0
1667,51.03624719108345,48.96375280891655,15.652685444375606,2.0724943821668935,2.3356239180387988,2.258617970971551,-0.0
1700,51.057503878011026,48.942496121988974,15.996567823996244,2.1150077560220564,2.3390471149595875,2.258617970971551,-0.0
1733,51.08954246138232,48.91045753861768,16.26543867787163,2.179084922764643,2.3371012107885782,2.258575711301036,-0.0
1767,51.14159538689566,48.85840461310434,16.710561010348446,2.2831907737913153,2.3374145608680057,2.2585362238283815,-0.0
1800,51.185564638343365,48.814435361656635,17.228113375326576,2.3711292766867356,2.3374145608680057,2.258543266839728,-0.0
1833,51.21822323808288,48.78177676191712,17.759221878391596,2.4364464761657567,2.339637897201382,2.258543266839728,-0.0
1867,51.23836963314603,48.76163036685397,18.200629310110305,2.4767392662920598,2.3376692498051703,2.25870180104092,-0.0
1900,51.254775580835705,48.745224419164295,18.545548408000034,2.5095511616714146,2.3376186734153013,2.2585019329159435,-0.0
1934,51.26138126654019,48.73861873345981,18.81037939027187,2.522762533080386,2.3376186734153013,2.2585221379045186,-0.0
1967,51.27822317861804,48.72177682138196,18.901716081407933,2.5564463572360823,2.339492067350044,2.2585221379045186,-0.0
