ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,49.991000347178094,50.008999652821906,0.08553316799994233,-0.017999305643812948,2782,3.396825396825397,360.72619047619054,2789,3.4053724053724057,362.00183150183153,2.6035744615702296,2.577493588080885,0.0
33,49.98675104563881,50.01324895436119,-0.0011417626667134713,-0.026497908722370154,2717,3.317460317460317,348.88095238095235,2765,3.3760683760683765,357.6282051282052,2.60383356440756,2.577493588080885,0.0
67,49.98883142511602,50.01116857488398,-0.088,-0.02233714976796529,2657,3.244200244200244,337.9468864468864,2661,3.249084249084249,338.6758241758242,2.60383356440756,2.5278096581144194,0.0
100,49.98873674647483,50.01126325352517,-0.08871076266672205,-0.02252650705034365,2553,3.1172161172161172,318.99450549450546,2542,3.103785103785104,316.9899267399268,2.527171065283515,2.374324834489159,0.0
133,49.984170848788445,50.015829151211555,-0.176,-0.03165830242311607,2497,3.048840048840049,308.78937728937734,2489,3.039072039072039,307.33150183150184,2.404573815591461,2.374324834489159,0.0
171,49.97548294115484,50.02451705884516,-0.19771090133334407,-0.0490341176903267,2451,2.9926739926739927,300.4065934065934,2446,2.9865689865689866,299.4954212454212,2.3331230913813754,2.2475066988341466,0.0
205,49.96224417579018,50.03775582420982,-0.364085953000054,-0.07551164841963628,2451,2.9926739926739927,300.4065934065934,2452,2.993894993894994,300.58882783882785,2.3331230913813754,2.2475066988341466,0.0
234,49.96361095219762,50.03638904780238,-0.44175445066670604,-0.07277809560476223,2451,2.9926739926739927,300.4065934065934,2458,3.001221001221001,301.6822344322344,2.3244305059073294,2.2475877332669274,0.0
267,49.952539846355016,50.047460153644984,-0.5314519044706244,-0.09492030728996857,2455,2.9975579975579976,301.13553113553115,2459,3.0024420024420024,301.86446886446885,2.3263456369944158,2.2475877332669274,0.0
300,49.936949821434226,50.063050178565774,-0.7052303466667533,-0.12610035713154827,2456,2.998778998778999,301.31776556776555,2462,3.006105006105006,302.41117216117215,2.3283866462227887,2.247342465682536,0.0
339,49.94172919937717,50.05827080062283,-0.879,-0.11654160124565634,2452,2.993894993894994,300.58882783882785,2455,2.9975579975579976,301.13553113553115,2.3283866462227887,2.2464024542147514,0.0
367,49.947484731991466,50.052515268008534,-0.8809567472941454,-0.10503053601706437,2461,3.004884004884005,302.2289377289377,2462,3.006105006105006,302.41117216117215,2.3304593866363796,2.2452289842735396,0.0
400,49.97597224515541,50.02402775484459,-0.965077666666556,-0.048055509689174755,2457,3.0,301.5,2461,3.004884004884005,302.2289377289377,2.3320189992909963,2.2452289842735396,0.0
434,50.05731832345302,49.94268167654698,-0.5163129726969358,0.11463664690602901,2458,3.001221001221001,301.6822344322344,2459,3.0024420024420024,301.86446886446885,2.332410934335187,2.2458929980490048,0.0
467,50.11745608282158,49.88254391717842,0.1933228999999622,0.23491216564316703,2455,2.9975579975579976,301.13553113553115,2455,2.9975579975579976,301.13553113553115,2.332410934335187,2.245358879326681,0.0
503,50.16701009652421,49.83298990347579,1.0352443159999385,0.33402019304841235,2457,3.0,301.5,2456,2.998778998778999,301.31776556776555,2.3334424317150466,2.245166844635177,0.0
535,50.207360126088275,49.792639873911725,1.8178365373029868,0.4147202521765504,2452,2.993894993894994,300.58882783882785,2457,3.0,301.5,2.3342125612745233,2.245166844635177,0.0
567,50.22662519890638,49.77337480109362,2.5605220800000597,0.45325039781276355,2458,3.001221001221001,301.6822344322344,2455,2.9975579975579976,301.13553113553115,2.3350055258313205,2.2458367841281617,0.0
602,50.243758430176435,49.756241569823565,3.1161765149999257,0.487516860352863,2462,3.006105006105006,302.41117216117215,2452,2.993894993894994,300.58882783882785,2.3337042329964097,2.2463053361400434,0.0
633,50.282385418530325,49.717614581469675,3.6987454720001547,0.5647708370606455,2461,3.004884004884005,302.2289377289377,2454,2.9963369963369964,300.9532967032967,2.3337042329964097,2.2477659785928195,0.0
671,50.29511834559373,49.70488165440627,4.354147063294133,0.5902366911874548,2468,3.0134310134310134,303.50457875457874,2443,2.982905982905983,298.94871794871796,2.328886830513026,2.247713018603579,0.0
701,50.296379414576165,49.703620585423835,4.665452938666757,0.5927588291523295,2466,3.010989010989011,303.14010989010984,2438,2.976800976800977,298.03754578754575,2.3258905534665537,2.247713018603579,0.0
