ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
1,49.99105467346432,50.00894532653568,0.08660539733344921,-0.01789065307136522,2.6038934508193585,2.577745850885428,-0.0
33,49.98675222273045,50.01324777726955,-0.0011610559992841403,-0.026495554539097122,2.6038934508193585,2.558109157746165,-0.0
67,49.988832127073344,50.011167872926656,-0.088,-0.02233574585331141,2.569314322438321,2.558109157746165,-0.0
100,49.98876428487657,50.01123571512343,-0.08818109600059686,-0.022471430246862815,2.4779105821482994,2.431397839049189,-0.0
133,49.98417439719014,50.01582560280986,-0.176,-0.03165120561972703,2.369343460145648,2.2759662739511652,-0.0
167,49.97742082883326,50.02257917116674,-0.176,-0.045158342333476785,2.369343460145648,2.258529180849978,-0.0
200,49.96195068168503,50.03804931831497,-0.35218290827171184,-0.07609863662993833,2.33758949547546,2.258529180849978,-0.0
233,49.96383885932373,50.03616114067627,-0.44007545066613235,-0.0723222813525414,2.336773828493742,2.2584595610489937,-0.0
267,49.95262163009378,50.04737836990622,-0.5308100065894678,-0.09475673981243712,2.34043314101069,2.2584031055641365,-0.0
300,49.936933153184306,50.063066846815694,-0.7034099466663319,-0.12613369363139418,2.34043314101069,2.2583364931235375,-0.0
333,49.94057095681307,50.05942904318693,-0.879,-0.11885808637385764,2.3453012157488793,2.2583364931235375,-0.0
367,49.947490762985254,50.052509237014746,-0.8808962447059063,-0.10501847402948825,2.3452499027905533,2.258715888645599,-0.0
400,49.975829509366775,50.024170490633225,-0.9659908800052948,-0.048340981266454745,2.3473744450538963,2.258508052112432,-0.0
434,50.05740077192683,49.94259922807317,-0.5156516840250509,0.1148015438536546,2.3473744450538963,2.2585504253440374,-0.0
467,50.1174765771283,49.8825234228717,0.19322828244397217,0.23495315425659655,2.3510074391444173,2.2585504253440374,-0.0
500,50.16352152854224,49.83647847145776,0.9687574102527733,0.3270430570844779,2.349171516804945,2.2588752494170476,-0.0
533,50.20611803731189,49.79388196268811,1.7674687493955006,0.412236074623784,2.3450085101366693,2.258438433288387,-0.0
567,50.22656628374155,49.77343371625845,2.5602400885028844,0.4531325674830911,2.3450085101366693,2.2586673908885433,-0.0
600,50.24123561827132,49.75876438172868,3.077174239995883,0.48247123654263746,2.342309919961434,2.2586673908885433,-0.0
633,50.282303776233924,49.717696223766076,3.698539895992629,0.5646075524678431,2.337501843366849,2.2589843866308392,-0.0
667,50.29532235479779,49.70467764520221,4.314754168121172,0.5906447095955809,2.3367592473638013,2.2586603472965883,-0.0
700,50.29579673254205,49.70420326745795,4.6587916373317135,0.5915934650841019,2.3367592473638013,2.258329451079368,-0.0
733,50.32438560755184,49.67561439244816,5.0154798906713305,0.6487712151036847,2.3384566780985483,2.258329451079368,-0.0
767,50.34941848646121,49.65058151353879,5.456697887998095,0.6988369729224224,2.336795578932864,2.2589167090777735,-0.0
800,50.370571130751415,49.629428869248585,5.802041800213257,0.7411422615028251,2.337079334548365,2.258575711301036,-0.0
833,50.40424833338429,49.59575166661571,6.246101799997754,0.8084966667685773,2.337079334548365,2.258438433288387,-0.0
867,50.42992813860304,49.57007186139696,6.689486493033631,0.8598562772060726,2.3377935093481548,2.258438433288387,-0.0
900,50.45617307269016,49.54382692730984,7.120031386668424,0.9123461453803234,2.3372544746183537,2.2588894541304816,-0.0
933,50.470811688072125,49.529188311927875,7.562238287120023,0.9416233761442511,2.336817451189044,2.258216551983248,-0.0
967,50.475270119444886,49.524729880555114,7.82772056164881,0.9505402388897731,2.335885479341416,2.2589843866308392,-0.0
1000,50.48040769030066,49.51959230969934,8.08619581866703,0.9608153806013155,2.335885479341416,2.259117556293289,-0.0
1033,50.484548656542515,49.515451343457485,8.176054101333449,0.9690973130850284,2.335841761302562,2.259117556293289,-0.0
1067,50.50529453994304,49.49470546005696,8.35387822647265,1.0105890798860773,2.3358563338458094,2.2586533037375816,-0.0
1100,50.52618896737885,49.47381103262115,8.525501855999755,1.0523779347577,2.3357765508420663,2.2585504253440374,-0.0
1133,50.55254247486632,49.44745752513368,8.79217896000191,1.105084949732642,2.3357765508420663,2.2584595610489937,-0.0
1167,50.58434977301808,49.41565022698192,9.062576784997022,1.1686995460361713,2.336955739561278,2.2584595610489937,-0.0
1200,50.625407845299065,49.374592154700935,9.492965866672536,1.25081569059813,2.3359658751610066,2.258575711301036,-0.0
1233,50.64170732384368,49.35829267615632,9.935190413154299,1.283414647687364,2.335667144267198,2.258646260211522,-0.0
1267,50.65457917426385,49.34542082573615,10.202628502585664,1.309158348527704,2.335667144267198,2.2585615095468867,-0.0
1300,50.6854745197287,49.3145254802713,10.547764626912016,1.370949039457398,2.337086626594308,2.2585615095468867,-0.0
1333,50.70444698146982,49.29555301853018,10.901209831997752,1.4088939629396418,2.334532853330858,2.258466603701746,-0.0
1367,50.7182832423626,49.2817167576374,11.167770729413325,1.4365664847252086,2.333217043860301,2.258540380355684,-0.0
1400,50.74543627204593,49.25456372795407,11.426744577364806,1.4908725440918529,2.333217043860301,2.258547423386474,-0.0
1433,50.79163671297096,49.20836328702904,11.783466239996253,1.5832734259419279,2.335514522187491,2.258547423386474,-0.0
1467,50.832188863853524,49.167811136146476,12.314651544113202,1.6643777277070415,2.3329990827982385,2.2587582677263853,-0.0
1500,50.864504264812936,49.135495735187064,12.745114653338163,1.7290085296258715,2.332854115602379,2.258557468421813,-0.0
1533,50.927844074317086,49.072155925682914,13.314803776670345,1.8556881486341779,2.332854115602379,2.258473761841579,-0.0
1567,50.98496355449404,49.01503644550596,14.076169056007254,1.9699271089880714,2.334314707869561,2.258473761841579,-0.0
1600,51.01043556489045,48.98956443510955,14.76918729599538,2.020871129780902,2.336241948594438,2.2586673908885433,-0.0
1633,51.02209601727662,48.97790398272338,15.297251456002549,2.0441920345532307,2.3386462067145395,2.258438433288387,-0.0
1667,51.03622270310295,48.96377729689705,15.65269493170678,2.072445406205898,2.3386462067145395,2.2586038842829286,-0.0
1700,51.05747993183945,48.94252006816055,15.996578343997768,2.1149598636789073,2.341243413328641,2.2586038842829286,-0.0
1733,51.08951093665528,48.91048906334472,16.265366349304585,2.1790218733105635,2.339637897201382,2.2587765130385193,-0.0
1767,51.14156282254556,48.85843717745444,16.71043902681672,2.283125645091123,2.3393312807902267,2.2584171903744434,-0.0
1800,51.185514176023666,48.814485823976334,17.22747554563561,2.371028352047333,2.3393312807902267,2.2585968409880364,-0.0
1833,51.218198552824255,48.781801447175745,17.759255787814155,2.4363971056485085,2.3414698433510037,2.2585968409880364,-0.0
1867,51.2383453494159,48.7616546505841,18.200711367529962,2.476690698831797,2.339244017507996,2.2589307986930884,-0.0
1900,51.25474949882028,48.74525050117972,18.54558610400156,2.5094989976405597,2.339047236646933,2.2586744345134466,-0.0
1933,51.2613421040657,48.7386578959343,18.8100451995445,2.522684208131395,2.339047236646933,2.2585968409880364,-0.0
1967,51.27870523193454,48.72129476806546,18.90568570188507,2.557410463869074,2.3400537940940995,2.2587411773813626,-0.0
