ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,49.99103926593365,50.00896073406635,0.08630130133341299,-0.017921468132698168,2796,3.4139194139194142,363.2774725274726,2790,3.406593406593407,362.184065934066,2.615491615861306,2.584582559956953,0.0
33,49.98675033524641,50.01324966475359,-0.0010907413340755696,-0.026499329507170117,2689,3.283272283272283,343.77838827838826,2717,3.317460317460317,348.88095238095235,2.6153903234314253,2.585224091318641,0.0
67,50.041742127862875,49.958257872137125,-0.088,0.08348425572574525,2607,3.183150183150183,328.8351648351648,2590,3.1623931623931623,325.73717948717945,2.6153903234314253,2.527661333193581,-0.263671875
100,50.002241923981735,49.997758076018265,-0.08931322666711637,0.004483847963470396,2516,3.0720390720390722,312.2518315018315,2505,3.058608058608059,310.2472527472528,2.523121942046429,2.39459605648959,-0.263671875
133,49.99786872676338,50.00213127323662,-0.176,-0.004262546473236333,2474,3.0207570207570207,304.59798534798534,2467,3.012210012210012,303.3223443223443,2.4198082360153372,2.2752323755931974,-0.263671875
167,49.991279843535224,50.008720156464776,-0.176,-0.017440312929546044,2453,2.995115995115995,300.77106227106225,2444,2.984126984126984,299.1309523809524,2.3492082607163933,2.2752323755931974,-0.263671875
200,49.976013335447846,50.023986664552154,-0.3522239063642429,-0.04797332910430416,2459,3.0024420024420024,301.86446886446885,2449,2.9902319902319903,300.04212454212455,2.343435484728262,2.2579622714318672,-0.263671875
233,49.97807658480156,50.02192341519844,-0.44007231199991653,-0.04384683039687995,2463,3.0073260073260073,302.59340659340654,2453,2.995115995115995,300.77106227106225,2.343435484728262,2.258114511413995,-0.263671875
267,49.96703386692571,50.03296613307429,-0.5308199920015622,-0.06593226614857614,2457,3.0,301.5,2457,3.0,301.5,2.347066673531311,2.2581135880015086,-0.263671875
300,49.951521565723496,50.048478434276504,-0.703388602668924,-0.09695686855300412,2470,3.015873015873016,303.8690476190476,2449,2.9902319902319903,300.04212454212455,2.349523926427051,2.2581135880015086,-0.263671875
333,49.95533450776485,50.04466549223515,-0.879,-0.08933098447029715,2463,3.0073260073260073,302.59340659340654,2451,2.9926739926739927,300.4065934065934,2.35075019956286,2.2579975888127675,-0.263671875
367,49.96242708564373,50.03757291435627,-0.88088379529633,-0.07514582871253311,2462,3.006105006105006,302.41117216117215,2452,2.993894993894994,300.58882783882785,2.35075019956286,2.257933995041183,-0.263671875
400,49.99090949726094,50.00909050273906,-0.9661869199996778,-0.01818100547813168,2457,3.0,301.5,2448,2.989010989010989,299.8598901098901,2.35313232144519,2.2580933884950722,-0.263671875
