ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.000000011182554,2.999999988817446,60.00000022365108,59.99999977634892,-0.0,3.6443052369694794e-11,0.0,2.2364561259469684e-05,364.9175824175824,363.64194139194143,2.5618943581382703,2.5924803132287817,2.2365107908224427e-07
33,3.0001451409569047,2.9998548590430953,60.00290281913809,59.99709718086191,-0.0,0.003837323473398528,0.0,0.22949182272706428,362.00183150183153,362.54853479853483,2.5618943581382703,2.5927509688475525,0.002902595487014701
66,3.0004962958376016,2.9995037041623984,60.00992591675203,59.99007408324797,-0.0,0.015255940840588364,0.0,0.4575857677254105,363.09523809523813,362.7307692307692,2.5623358865130785,2.5924641263555706,0.007023097613940314
100,3.001119201555868,2.998880798444132,60.02238403111736,59.97761596888264,-0.0,0.03432768478926108,0.0,0.686396826654442,362.00183150183153,362.184065934066,2.5615937935366717,2.592458872753869,0.012458114365330012
133,3.002081926738297,2.997918073261703,60.041638534765944,59.958361465234056,-0.0,0.06100630954385353,0.0,0.9150406488968571,362.54853479853483,362.36630036630044,2.5615912832430303,2.592458872753869,0.01925450364858556
166,3.003457298318238,2.996542701681762,60.069145966364765,59.930854033635235,-0.0,0.09542069683672272,0.0,1.144390653267007,363.459706959707,362.54853479853483,2.5615912832430303,2.5927699986966113,0.02750743159882154
200,3.005319568366051,2.994680431633949,60.10639136732102,59.89360863267898,-0.0,0.13743029980655375,0.0,1.3733911899206566,363.8241758241759,362.7307692307692,2.5621524256357215,2.5925045938228553,0.03724540095625407
233,3.007744837929684,2.992255162070316,60.15489675859368,59.84510324140632,-0.0,0.18691470093625243,0.0,1.6016762664818736,364.0064102564103,362.54853479853483,2.5613758301225955,2.592745714373902,0.04850539127266447
266,3.0108138840257976,2.9891861159742024,60.21627768051595,59.78372231948405,-0.0,0.24400077060185635,0.0,1.8299895475067625,364.3708791208792,362.184065934066,2.5613974439338203,2.592745714373902,0.06138092192226885
300,3.0146140003378115,2.9853859996621885,60.292280006756236,59.707719993243764,-0.0,0.30898165592421123,0.0,2.059298761771842,363.64194139194143,362.91300366300374,2.5613974439338203,2.5935417361514084,0.07600232624028422
333,3.0192288830595952,2.9807711169404048,60.38457766119191,59.61542233880809,-0.0,0.3812671960543028,0.0,2.287534909421531,365.0998168498169,362.184065934066,2.5605547079723423,2.5942789939166,0.09229765443567904
366,3.024753411361934,2.975246588638066,60.495068227238676,59.504931772761324,-0.0,0.46155322658764614,0.0,2.516888091082796,365.2820512820513,362.54853479853483,2.559531576626695,2.5965594040186226,0.1104905660467663
400,3.031277148593349,2.968722851406651,60.62554297186698,59.37445702813302,-0.0,0.5491043187100723,0.0,2.745240769145868,366.0109890109891,363.09523809523813,2.559550102627683,2.5965594040186226,0.1304747446283014
