q_des
"[1.4664856332186729,2.084679890736586]"
"[1.4603497100671303,2.083145909948701]"
"[1.4542137869155878,2.081611929160815]"
"[1.4465438829761597,2.0800779483729293]"
"[1.4404079598246171,2.078543967585044]"
"[1.4327380558851888,2.077009986797158]"
"[1.428136113521532,2.0754760060092723]"
"[1.4204662095821037,2.072408044433501]"
"[1.4143302864305611,2.0708740636456158]"
"[1.4081943632790186,2.06934008285773]"
"[1.402058440127476,2.066272121281959]"
"[1.397456497763819,2.066272121281959]"
"[1.389786593824391,2.061670178918302]"
"[1.385184651460734,2.060136198130416]"
"[1.3790487283091915,2.0586022173425302]"
"[1.371378824369763,2.055534255766759]"
"[1.3652429012182206,2.052466294190988]"
"[1.359106978066678,2.050932313403102]"
"[1.3529710549151355,2.047864351827331]"
"[1.346835131763593,2.04479639025156]"
"[1.3406992086120504,2.041728428675788]"
"[1.3345632854605078,2.040194447887903]"
"[1.3299613430968509,2.035592505524246]"
"[1.3238254199453083,2.0325245439484747]"
"[1.3192234775816514,2.029456582372703]"
"[1.3115535736422232,2.026388620796932]"
"[1.3054176504906807,2.0233206592211608]"
"[1.3008157081270237,2.018718716857504]"
"[1.2946797849754812,2.0156507552817327]"
"[1.2885438618239387,2.012582793705961]"
"[1.2839419194602817,2.00951483213019]"
"[1.2793399770966247,2.004912889766533]"
"[1.2732040539450822,2.0018449281907618]"
"[1.2670681307935396,1.9972429858271048]"
"[1.2640001692177683,1.9941750242513334]"
"[1.2563302652783401,1.9911070626755623]"
"[1.2517283229146832,1.9895730818876767]"
"[1.2471263805510262,1.9819031779482483]"
"[1.2409904573994837,1.9788352163724772]"
"[1.2363885150358267,1.9757672547967058]"
"[1.2302525918842842,1.9696313316451632]"
"[1.2256506495206272,1.9650293892815063]"
"[1.2210487071569704,1.9604274469178493]"
"[1.2164467647933135,1.9558255045541926]"
"[1.213378803217542,1.9512235621905356]"
"[1.2087768608538851,1.9481556006147642]"
"[1.2041749184902284,1.9420196774632217]"
"[1.1965050145508,1.9374177350995647]"
"[1.193437052975029,1.9343497735237936]"
"[1.1903690913992575,1.928213850372251]"
"[1.184233168247715,1.923611908008594]"
"[1.179631225884058,1.919009965644937]"
"[1.1765632643082868,1.9144080232812801]"
"[1.1704273411567443,1.9082721001297376]"
"[1.1658253987930873,1.9036701577660806]"
"[1.162757437217316,1.8990682154024239]"
"[1.158155494853659,1.892932292250881]"
"[1.1550875332778878,1.88986433067511]"
"[1.1504855909142309,1.8821944267356818]"
"[1.145883648550574,1.8775924843720249]"
"[1.1428156869748027,1.8714565612204823]"
"[1.1382137446111458,1.8668546188568254]"
"[1.1351457830353744,1.8607186957052828]"
"[1.1320778214596032,1.8576507341295114]"
"[1.1274758790959463,1.8499808301900833]"
"[1.1244079175201749,1.8438449070385408]"
"[1.1213399559444037,1.8392429646748838]"
"[1.1182719943686323,1.8346410223112268]"
"[1.1152040327928612,1.8269711183717987]"
"[1.1136700520049756,1.8208351952202562]"
"[1.1090681096413186,1.8162332528565992]"
"[1.1060001480655473,1.8100973297050567]"
"[1.1044661672776617,1.8039614065535141]"
"[1.0998642249140047,1.7993594641898571]"
"[1.0967962633382335,1.7932235410383146]"
"[1.0937283017624622,1.7855536370988863]"
"[1.0906603401866908,1.7794177139473437]"
"[1.0891263593988052,1.7732817907958012]"
"[1.086058397823034,1.7671458676442586]"
"[1.0829904362472627,1.761009944492716]"
"[1.081456455459377,1.7548740213411735]"
"[1.0783884938836057,1.7502720789775166]"
"[1.0768545130957201,1.744136155825974]"
"[1.0753205323078345,1.736466251886546]"
"[1.0722525707320631,1.7303303287350031]"
"[1.0707185899441776,1.7241944055834606]"
"[1.069184609156292,1.7195924632198039]"
"[1.0676506283684062,1.7119225592803755]"
"[1.064582666792635,1.705786636128833]"
"[1.064582666792635,1.6981167321894048]"
"[1.0615147052168636,1.6919808090378623]"
"[1.059980724428978,1.6873788666742053]"
"[1.059980724428978,1.679708962734777]"
"[1.059980724428978,1.6735730395832344]"
"[1.0569127628532067,1.6659031356438063]"
"[1.055378782065321,1.6597672124922638]"
"[1.0538448012774355,1.6536312893407212]"
"[1.0538448012774355,1.6474953661891787]"
"[1.05231082048955,1.6413594430376361]"
"[1.05231082048955,1.6336895390982078]"
"[1.0507768397016641,1.6290875967345508]"
"[1.0507768397016641,1.6229516735830083]"
"[1.0492428589137786,1.6152817696435802]"
"[1.0492428589137786,1.607611865704152]"
"[1.0492428589137786,1.6014759425526093]"
"[1.047708878125893,1.5953400194010667]"
"[1.047708878125893,1.5876701154616386]"
"[1.047708878125893,1.581534192310096]"
"[1.0492428589137786,1.576932249946439]"
"[1.047708878125893,1.569262346007011]"
"[1.047708878125893,1.5615924420675826]"
"[1.047708878125893,1.55545651891604]"
"[1.047708878125893,1.547786614976612]"
"[1.047708878125893,1.5416506918250694]"
"[1.0492428589137786,1.5370487494614125]"
"[1.047708878125893,1.5293788455219843]"
"[1.047708878125893,1.5232429223704418]"
"[1.047708878125893,1.5155730184310134]"
"[1.047708878125893,1.5109710760673565]"
"[1.0492428589137786,1.5033011721279284]"
"[1.0507768397016641,1.4956312681885002]"
"[1.0507768397016641,1.4894953450369577]"
"[1.05231082048955,1.483359421885415]"
"[1.0538448012774355,1.4772234987338724]"
"[1.0538448012774355,1.4710875755823298]"
"[1.0569127628532067,1.4649516524307873]"
"[1.0569127628532067,1.4572817484913592]"
"[1.0584467436410925,1.4526798061277022]"
"[1.059980724428978,1.4465438829761597]"
"[1.0615147052168636,1.4373399982488457]"
"[1.064582666792635,1.4327380558851888]"
"[1.0661166475805206,1.4250681519457606]"
"[1.0676506283684062,1.418932228794218]"
"[1.069184609156292,1.4127963056426756]"
"[1.0722525707320631,1.406660382491133]"
"[1.0737865515199487,1.4005244593395905]"
"[1.0753205323078345,1.394388536188048]"
"[1.0783884938836057,1.389786593824391]"
"[1.0799224746714913,1.3821166898849626]"
"[1.0829904362472627,1.3775147475213059]"
"[1.086058397823034,1.3698448435818775]"
"[1.0875923786109196,1.363708920430335]"
"[1.0906603401866908,1.3575729972787924]"
"[1.0937283017624622,1.35143707412725]"
"[1.0967962633382335,1.3453011509757073]"
"[1.0998642249140047,1.3391652278241648]"
"[1.1013982057018903,1.3345632854605078]"
"[1.1044661672776617,1.3268933815210797]"
"[1.1090681096413186,1.3238254199453083]"
"[1.1121360712170898,1.3176894967937658]"
"[1.1136700520049756,1.3100195928543377]"
"[1.1182719943686323,1.303883669702795]"
"[1.1213399559444037,1.2992817273391382]"
"[1.1244079175201749,1.2931458041875956]"
"[1.1274758790959463,1.2870098810360528]"
"[1.1320778214596032,1.282407938672396]"
"[1.1336118022474888,1.2778059963087391]"
"[1.1382137446111458,1.2716700731571966]"
"[1.1428156869748027,1.2670681307935396]"
"[1.1474176293384597,1.2624661884298827]"
"[1.1504855909142309,1.2563302652783401]"
"[1.1550875332778878,1.2501943421267976]"
"[1.1596894756415448,1.2455923997631406]"
"[1.162757437217316,1.239456476611598]"
"[1.167359379580973,1.2348545342479411]"
"[1.1719613219446299,1.2302525918842842]"
"[1.1765632643082868,1.2241166687327416]"
"[1.1811652066719438,1.2210487071569704]"
"[1.1857671490356005,1.214912784005428]"
"[1.1903690913992575,1.210310841641771]"
"[1.193437052975029,1.2072428800659996]"
"[1.1995729761265714,1.201106956914457]"
"[1.2041749184902284,1.1980389953386859]"
"[1.2087768608538851,1.191903072187143]"
"[1.213378803217542,1.1873011298234863]"
"[1.217980745581199,1.1826991874598294]"
"[1.2210487071569704,1.1780972450961724]"
"[1.227184630308513,1.1734953027325155]"
"[1.23178657267217,1.1704273411567443]"
"[1.2363885150358267,1.167359379580973]"
"[1.2425244381873692,1.162757437217316]"
"[1.248660361338912,1.1566215140657734]"
"[1.2532623037025687,1.1535535524900022]"
"[1.2593982268541113,1.1489516101263453]"
"[1.2640001692177683,1.145883648550574]"
"[1.2701360923693108,1.141281706186917]"
"[1.2747380347329678,1.1382137446111458]"
"[1.2808739578845103,1.1336118022474888]"
"[1.2854759002481673,1.1305438406717176]"
"[1.2900778426118242,1.1290098598838318]"
"[1.2962137657633668,1.1244079175201749]"
"[1.3008157081270237,1.1198059751565181]"
"[1.3084856120664519,1.1167380135807468]"
"[1.3146215352179944,1.1136700520049756]"
"[1.320757458369537,1.1121360712170898]"
"[1.3238254199453083,1.1075341288534328]"
"[1.3299613430968509,1.1044661672776617]"
"[1.3360972662483934,1.102932186489776]"
"[1.3437671701878218,1.0983302441261191]"
"[1.3499030933393643,1.0952622825503477]"
"[1.3560390164909069,1.0937283017624622]"
"[1.3621749396424494,1.0921943209745766]"
"[1.368310862793992,1.0875923786109196]"
"[1.3744467859455345,1.086058397823034]"
"[1.3790487283091915,1.0829904362472627]"
"[1.3867186322486196,1.081456455459377]"
"[1.3913205746122765,1.0799224746714913]"
"[1.397456497763819,1.0783884938836057]"
"[1.4051264017032472,1.0737865515199487]"
"[1.41126232485479,1.0722525707320631]"
"[1.4173982480063325,1.0707185899441776]"
"[1.423534171157875,1.0676506283684062]"
"[1.428136113521532,1.0676506283684062]"
"[1.4342720366730746,1.064582666792635]"
"[1.4419419406125027,1.0630486860047492]"
"[1.4496118445519308,1.0615147052168636]"
"[1.4557477677034734,1.059980724428978]"
"[1.4603497100671303,1.059980724428978]"
"[1.4664856332186729,1.0569127628532067]"
"[1.4741555371581012,1.0569127628532067]"
"[1.4818254410975293,1.055378782065321]"
"[1.4864273834611863,1.0538448012774355]"
"[1.4925633066127288,1.0538448012774355]"
"[1.5017671913400428,1.05231082048955]"
"[1.5079031144915853,1.0507768397016641]"
"[1.5140390376431279,1.0507768397016641]"
"[1.5201749607946704,1.05231082048955]"
"[1.5278448647340985,1.0492428589137786]"
"[1.533980787885641,1.0492428589137786]"
"[1.538582730249298,1.0492428589137786]"
"[1.5462526341887264,1.0492428589137786]"
"[1.552388557340269,1.047708878125893]"
"[1.5585244804918115,1.047708878125893]"
"[1.5661943844312396,1.0492428589137786]"
"[1.5723303075827821,1.047708878125893]"
"[1.5800002115222105,1.0492428589137786]"
"[1.586136134673753,1.0492428589137786]"
"[1.5922720578252956,1.047708878125893]"
"[1.5984079809768381,1.047708878125893]"
"[1.6045439041283807,1.0492428589137786]"
"[1.6106798272799232,1.047708878125893]"
"[1.6168157504314657,1.0492428589137786]"
"[1.6260196351587797,1.0492428589137786]"
"[1.6321555583103222,1.0492428589137786]"
"[1.6398254622497503,1.0492428589137786]"
"[1.6459613854012929,1.0507768397016641]"
"[1.6520973085528354,1.05231082048955]"
"[1.6582332317043782,1.05231082048955]"
"[1.6643691548559207,1.0538448012774355]"
"[1.6705050780074633,1.055378782065321]"
"[1.6766410011590058,1.0569127628532067]"
"[1.6827769243105484,1.0584467436410925]"
"[1.688912847462091,1.0584467436410925]"
"[1.6950487706136335,1.059980724428978]"
"[1.7042526553409474,1.0630486860047492]"
"[1.71038857849249,1.0630486860047492]"
"[1.714990520856147,1.064582666792635]"
"[1.722660424795575,1.0676506283684062]"
"[1.7287963479471176,1.0707185899441776]"
"[1.7333982903107745,1.0707185899441776]"
"[1.7410681942502026,1.0737865515199487]"
"[1.7456701366138596,1.0768545130957201]"
"[1.753340040553288,1.0783884938836057]"
"[1.7579419829169447,1.081456455459377]"
"[1.765611886856373,1.0829904362472627]"
"[1.7717478100079156,1.0845244170351482]"
"[1.7778837331594581,1.0891263593988052]"
"[1.782485675523115,1.0921943209745766]"
"[1.7886215986746576,1.0937283017624622]"
"[1.7947575218262002,1.0967962633382335]"
"[1.8008934449777427,1.0998642249140047]"
"[1.8070293681292853,1.1013982057018903]"
"[1.8131652912808278,1.1060001480655473]"
"[1.8177672336444848,1.1090681096413186]"
"[1.825437137583913,1.1106020904292042]"
"[1.8315730607354554,1.1136700520049756]"
"[1.8361750030991124,1.1182719943686323]"
"[1.842310926250655,1.1228739367322893]"
"[1.846912868614312,1.1259418983080607]"
"[1.8530487917658545,1.1290098598838318]"
"[1.8576507341295114,1.1320778214596032]"
"[1.863786657281054,1.1351457830353744]"
"[1.868388599644711,1.1397477253990314]"
"[1.876058503584139,1.1443496677626883]"
"[1.880660445947796,1.1489516101263453]"
"[1.8867963690993386,1.1520195717021164]"
"[1.8913983114629955,1.1566215140657734]"
"[1.894466273038767,1.1596894756415448]"
"[1.9006021961903095,1.1642914180052018]"
"[1.906738119341852,1.1688933603688585]"
"[1.911340061705509,1.1734953027325155]"
"[1.915942004069166,1.1780972450961724]"
"[1.9220779272207085,1.1811652066719438]"
"[1.9266798695843652,1.1857671490356005]"
"[1.9312818119480222,1.1903690913992575]"
"[1.9358837543116791,1.1949710337629145]"
"[1.9389517158874505,1.1980389953386859]"
"[1.945087639038993,1.2026409377023426]"
"[1.9481556006147642,1.2072428800659996]"
"[1.9527575429784212,1.213378803217542]"
"[1.9588934661299637,1.2195147263690846]"
"[1.9634954084936207,1.2241166687327416]"
"[1.966563370069392,1.2287186110963986]"
"[1.9696313316451632,1.2333205534600555]"
"[1.9742332740088202,1.239456476611598]"
"[1.9803691971603627,1.244058418975255]"
"[1.9834371587361341,1.248660361338912]"
"[1.9865051203119053,1.2532623037025687]"
"[1.9895730818876767,1.2593982268541113]"
"[1.9957090050392192,1.265534150005654]"
"[1.9972429858271048,1.2716700731571966]"
"[2.0033789089786476,1.2762720155208536]"
"[2.0064468705544187,1.282407938672396]"
"[2.00951483213019,1.2870098810360528]"
"[2.014116774493847,1.2931458041875956]"
"[2.017184736069618,1.2992817273391382]"
"[2.018718716857504,1.3023496889149093]"
"[2.021786678433275,1.3084856120664519]"
"[2.026388620796932,1.3146215352179944]"
"[2.029456582372703,1.3222914391574228]"
"[2.03405852473636,1.3268933815210797]"
"[2.035592505524246,1.3330293046726223]"
"[2.038660467100017,1.337631247036279]"
"[2.041728428675788,1.3453011509757073]"
"[2.04479639025156,1.35143707412725]"
"[2.047864351827331,1.3560390164909069]"
"[2.0493983326152168,1.3621749396424494]"
"[2.052466294190988,1.368310862793992]"
"[2.055534255766759,1.37598076673342]"
"[2.057068236554645,1.3821166898849626]"
"[2.060136198130416,1.3882526130365052]"
"[2.061670178918302,1.394388536188048]"
"[2.063204159706187,1.4005244593395905]"
"[2.066272121281959,1.4051264017032472]"
"[2.067806102069844,1.4127963056426756]"
"[2.0708740636456158,1.418932228794218]"
"[2.072408044433501,1.4250681519457606]"
"[2.072408044433501,1.4312040750973032]"
"[2.073942025221387,1.4373399982488457]"
"[2.077009986797158,1.445009902188274]"
"[2.078543967585044,1.4496118445519308]"
"[2.078543967585044,1.4572817484913592]"
"[2.081611929160815,1.4634176716429017]"
"[2.083145909948701,1.4680196140065587]"
"[2.084679890736586,1.4772234987338724]"
"[2.083145909948701,1.483359421885415]"
"[2.086213871524472,1.4894953450369577]"
"[2.086213871524472,1.4956312681885002]"
"[2.087747852312358,1.5017671913400428]"
"[2.089281833100243,1.5079031144915853]"
"[2.089281833100243,1.5140390376431279]"
"[2.090815813888129,1.521708941582556]"
"[2.090815813888129,1.5293788455219843]"
"[2.090815813888129,1.5355147686735269]"
"[2.090815813888129,1.5416506918250694]"
"[2.090815813888129,1.547786614976612]"
"[2.0923497946760143,1.5539225381281545]"
"[2.0923497946760143,1.560058461279697]"
"[2.0923497946760143,1.5677283652191252]"
