ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.00000003433265,2.99999996566735,60.000000686653,59.999999313347,0.0,1.6341757952846622e-10,0.0,6.866284900991661e-05,364.18864468864473,362.91300366300374,2.5669334366988563,2.595767256294582,6.866530029305623e-07
33,3.0003053666533543,2.9996946333466457,60.006107333067085,59.993892666932915,0.0,0.008077669441825157,0.0,0.48274242876481194,363.64194139194143,362.184065934066,2.5645396533899074,2.5957561599794587,0.006106646414084405
66,3.001045797254699,2.998954202745301,60.02091594509399,59.97908405490601,0.0,0.03221348609095552,0.0,0.9640316573657036,362.36630036630044,361.4551282051283,2.5671521099097436,2.59569939917267,0.014808612026906151
