ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.0000000042042503,2.9999999957957497,60.000000084085,59.999999915915,0.0,4.056387332444772e-11,0.0,8.407891421636223e-06,362.36630036630044,361.4551282051283,2.5671655418047266,2.601725422219238,8.40849988952111e-08
33,3.000018397523888,2.999981602476112,60.00036795047775,59.99963204952225,0.0,0.00048574265195266633,0.0,0.02909514363372467,362.54853479853483,362.00183150183153,2.5671094363595457,2.601725422219238,0.0003678663927486582
66,3.00006297647117,2.99993702352883,60.00125952942339,59.99874047057661,0.0,0.0019365197005381648,0.0,0.058093607409947956,361.0906593406594,360.5439560439561,2.5671571468580088,2.602588281034403,0.0008915789456404354
100,3.00014207388298,2.99985792611702,60.00284147765961,59.99715852234039,0.0,0.004358989051558875,0.0,0.08715860584756722,360.72619047619054,362.00183150183153,2.5671571468580088,2.601848192417904,0.0015819482362148924
133,3.000264562734913,2.999735437265087,60.005291254698264,59.994708745301736,0.0,0.007765947922284067,0.0,0.11633613269833483,360.90842490842493,361.2728937728938,2.5678725440508017,2.6019242857517315,0.0024497770386594933
166,3.000439289116863,2.999560710883137,60.00878578233726,59.99121421766274,0.0,0.01212344676402303,0.0,0.14535515568168098,361.2728937728938,361.8195970695971,2.5672454357750323,2.6019242857517315,0.0034945276389959142
202,3.0006811619803266,2.9993188380196734,60.01362323960654,59.98637676039346,0.0,0.017913742044878184,0.0,0.17668941946266284,361.8195970695971,361.0906593406594,2.5674083134934924,2.602659265027132,0.004837457269278242
233,3.000989153369085,2.999010846630915,60.0197830673817,59.9802169326183,0.0,0.02373714658663265,0.0,0.20339095785895864,361.8195970695971,359.9972527472528,2.5674083134934924,2.602180143728993,0.006159827775165822
266,3.001379074874852,2.998620925125148,60.02758149749704,59.97241850250296,0.0,0.031001961910970523,0.0,0.23244059309488185,361.8195970695971,361.2728937728938,2.5685556130784266,2.601992387119261,0.007798430115335509
301,3.0018661772939974,2.9981338227060026,60.03732354587995,59.96267645412005,0.0,0.03963252837462455,0.0,0.2628108406105656,361.6373626373627,362.54853479853483,2.567856447125047,2.601992387119261,0.009742048382912219
333,3.002452476537188,2.997547523462812,60.04904953074375,59.95095046925625,0.0,0.04843973698397035,0.0,0.29054825664454625,360.72619047619054,362.54853479853483,2.5682996577714596,2.602907089055283,0.011725984863804653
366,3.0031538832417675,2.9968461167582325,60.063077664835355,59.936922335164645,0.0,0.0585998266998796,0.0,0.3195696680655058,360.36172161172163,361.2728937728938,2.5682996577714596,2.6020226552519365,0.014028134091603783
400,3.0039828922801353,2.9960171077198647,60.07965784560271,59.92034215439729,0.0,0.06977905703820655,0.0,0.3487224714111481,360.72619047619054,360.72619047619054,2.569439849315942,2.602084763687299,0.01658018076735509
433,3.004951136216015,2.995048863783985,60.0990227243203,59.9009772756797,0.0,0.08186864119262957,0.0,0.37772538878256384,362.54853479853483,361.4551282051283,2.5690844471742036,2.602084763687299,0.019364878717589414
466,3.0060711312875674,2.9939288687124326,60.12142262575134,59.87857737424866,0.0,0.09491051578290155,0.0,0.40670035594925574,361.6373626373627,361.6373626373627,2.5694986932065484,2.6028553787566824,0.022399901431042472
500,3.0073568593556717,2.9926431406443283,60.14713718711344,59.85286281288656,0.0,0.10899346619402416,0.0,0.43583049833365267,362.7307692307692,359.63278388278394,2.5694986932065484,2.602003380672411,0.02571456136209206
533,3.008820537878721,2.991179462121279,60.176410757574416,59.823589242425584,0.0,0.12393716927926839,0.0,0.46474868761946175,361.6373626373627,360.90842490842493,2.5709227710609452,2.6020714851452666,0.029273570460978844
566,3.010477245405614,2.989522754594386,60.20954490811228,59.79045509188772,0.0,0.13994458440175045,0.0,0.49385042755626685,363.09523809523813,361.0906593406594,2.570532713952165,2.6020714851452666,0.03313415053786202
600,3.0123411281167036,2.9876588718832964,60.24682256233407,59.75317743766593,0.0,0.15690539825324992,0.0,0.5229212955713047,361.4551282051283,360.17948717948724,2.5709603513441177,2.602675547479188,0.03727765422179137
633,3.014427322914959,2.985572677085041,60.28854645829919,59.71145354170081,0.0,0.17486650133309029,0.0,0.5520401893837986,367.28663003663,361.0906593406594,2.5709603513441177,2.6017528306264244,0.041723895965119294
666,3.0147290151302677,2.9852709848697323,60.294580302605354,59.705419697394646,0.087890625,0.19366072950735091,2.6491948949084314,0.5809492126825866,363.09523809523813,361.0906593406594,2.5725492925301103,2.6019242857517315,0.0060338443061648366
700,3.0165709223260873,2.9834290776739127,60.33141844652174,59.66858155347826,0.087890625,0.21349956128176847,0.0,0.6099803983089847,363.2774725274726,359.8150183150184,2.572383258837784,2.6019242857517315,0.03683814391638068
733,3.0186452295923054,2.9813547704076946,60.37290459184611,59.62709540815389,0.087890625,0.23438094404665336,0.0,0.6391143006739951,365.2820512820513,361.6373626373627,2.5730254478387637,2.6025587171294755,0.04148614532437225
766,3.020958734615633,2.979041265384367,60.41917469231266,59.58082530768734,0.087890625,0.2559954261522157,0.0,0.6535307685541375,363.64194139194143,359.9972527472528,2.5730254478387637,2.6020796235944554,0.04627010046655007
802,3.021608151895683,2.978391848104317,60.43216303791367,59.56783696208633,0.17578125,0.2794042682783262,2.4537406590001773,0.6535307685541375,363.8241758241759,359.9972527472528,2.5740217024560286,2.6021882826879614,0.012988345601006309
834,3.0236889665889133,2.9763110334110867,60.473779331778275,59.526220668221725,0.17578125,0.300109556872357,0.0,0.6535307685541375,364.0064102564103,360.5439560439561,2.5744850581810614,2.602180143728993,0.04161629386460523
873,3.0260385818195674,2.9739614181804326,60.520771636391345,59.479228363608655,0.17578125,0.32602147477812676,0.0,0.6535307685541375,364.5531135531136,360.36172161172163,2.5741234108248894,2.602180143728993,0.04699230461306959
900,3.028572957613184,2.971427042386816,60.57145915226368,59.42854084773632,0.17578125,0.3432827202680353,0.0,0.6535307685541375,364.18864468864473,358.53937728937734,2.5749995604890197,2.6031875228421892,0.050687515872334846
933,3.02932418902236,2.97067581097764,60.586483780447196,59.413516219552804,0.263671875,0.3649084134949364,2.6560641132882803,0.6535307685541375,361.8195970695971,361.6373626373627,2.5749995604890197,2.602969943426745,0.0150246281835194
966,3.0316181997486056,2.9683818002513944,60.63236399497212,59.36763600502788,0.263671875,0.38670308036974876,0.0,0.6535307685541375,365.4642857142857,360.17948717948724,2.5754016007725284,2.6033265422269554,0.045880214524921775
1000,3.034135713191408,2.965864286808592,60.68271426382817,59.31728573617183,0.263671875,0.40846687118331426,0.0,0.6535307685541375,364.5531135531136,358.7216117216118,2.575865329162404,2.6033265422269554,0.050350268856052025
1033,3.03487527703478,2.96512472296522,60.6975055406956,59.3024944593044,0.3515625,0.43030022054416994,2.6308023911317266,0.6535307685541375,366.37545787545787,363.2774725274726,2.5769355600652992,2.6038660085794607,0.014791276867436077
1066,3.037135181334636,2.962864818665364,60.74270362669272,59.25729637330728,0.3515625,0.4520512792716188,0.0,0.6535307685541375,367.1043956043956,360.90842490842493,2.5769355600652992,2.604648568436395,0.04519808599712235
1100,3.0396096140251525,2.9603903859748475,60.792192280503045,59.207807719496955,0.3515625,0.47385499885459686,0.0,0.6535307685541375,366.0109890109891,361.0906593406594,2.5768442380602634,2.6046811708364705,0.049488653810319236
